,X,Y,FID,Hora,Fecha,Comuna,Cód_Tipo_,Cód_Tipo1,Cód_Zona,Cód_Ubica,Cód_Causa,Cód_Cau_1,Cód_Calza,Cód__Tipo,Cód_Estad,Cód_Condi,Cód_Est_1,Fallecidos,Graves,Menos_Grav,Leves,Encoded_mes,Encoded_comuna
14063,-70.739342,-33.48119,12117,22:00:00,08,MAIPU,63,40,1,1,1,28,2,1,1,1,1,0,0,0,0,08,20
14064,-70.627747,-33.595036,12118,22:00:00,08,LA PINTANA,30,30,1,11,1,32,2,2,1,1,1,0,0,0,0,08,12
14065,-70.716797,-33.457695,12119,22:50:00,08,ESTACION CENTRAL,10,10,1,26,14,98,2,1,2,1,1,0,0,0,0,08,6
14066,-70.805748,-33.570637,12120,22:50:00,08,PADRE HURTADO,33,30,1,12,10,62,2,1,1,1,1,0,0,1,0,08,21
14067,-70.62429,-33.45277,12121,23:15:00,08,ÑUÑOA,33,30,1,1,1,28,3,1,1,1,1,0,0,0,1,08,39
14068,-70.5617087,-33.5903678,20032,19:00:00,08,PUENTE ALTO,10,10,1,14,1,27,3,2,1,1,1,0,0,0,1,08,27
14069,-70.6753762,-33.5440704,21192,12:31:00,08,EL BOSQUE,32,30,1,14,10,65,2,1,1,1,1,0,0,0,1,08,5
14070,-70.7337801,-33.502633,21195,11:30:00,08,CERRILLOS,62,40,1,1,4,24,2,2,1,1,1,0,0,0,0,08,1
14071,-70.6954664,-33.4629089,21198,13:20:00,08,ESTACION CENTRAL,30,30,1,26,14,98,2,1,2,9,1,0,0,0,0,08,6
14072,-70.6944137,-33.5793454,21199,10:00:00,08,SAN BERNARDO,69,40,1,26,13,97,2,2,1,1,2,0,0,0,0,08,32
14073,-70.7051017,-33.4067937,21204,14:30:00,08,RENCA,33,30,1,12,11,67,1,1,1,1,1,0,0,0,1,08,31
14074,-70.5720557,-33.4463745,22010,19:30:00,08,ÑUÑOA,10,10,1,14,1,27,1,2,1,1,2,0,0,0,1,08,39
14075,-70.5344309,-33.6136816,22911,14:15:00,08,PUENTE ALTO,33,30,1,1,13,97,2,2,1,1,1,0,0,0,0,08,27
14076,-70.7398664,-33.5088262,22919,19:00:00,08,MAIPU,32,30,1,11,1,11,2,1,1,1,1,0,0,0,0,08,20
14077,-70.713142,-33.442886,12122,00:00:00,08,LO PRADO,10,10,1,11,2,52,2,2,1,1,1,0,1,0,0,08,18
14078,-70.617912,-33.432453,12123,00:00:00,08,PROVIDENCIA,32,30,1,11,13,97,1,2,1,1,1,0,0,0,1,08,25
14079,-70.509842,-33.401596,12124,02:00:00,08,LAS CONDES,51,40,1,11,14,98,2,1,1,1,1,0,0,0,0,08,15
14080,-70.552025,-33.439362,12125,03:25:00,08,LA REINA,99,99,1,11,4,24,1,2,2,1,1,0,0,0,0,08,13
14081,-70.633965,-33.437149,12126,05:15:00,08,PROVIDENCIA,32,30,1,1,1,29,1,2,1,1,1,0,0,0,0,08,25
14082,-70.56588,-33.550056,12127,05:45:00,08,PUENTE ALTO,70,70,1,1,13,97,3,2,2,1,1,0,0,0,0,08,27
14083,-70.714745,-33.490608,12128,06:10:00,08,CERRILLOS,34,30,1,15,1,32,2,2,1,1,1,1,0,0,0,08,1
14084,-70.639145,-33.404858,12129,07:30:00,08,RECOLETA,63,40,1,14,1,93,2,2,1,1,1,0,0,0,0,08,30
14085,-70.731384,-33.498333,12130,07:35:00,08,CERRILLOS,33,30,1,1,1,93,2,2,1,1,1,0,1,0,0,08,1
14086,-70.621307,-33.445496,12131,08:00:00,08,PROVIDENCIA,10,10,1,15,14,98,1,2,1,1,1,0,0,0,2,08,25
14087,-70.714531,-33.452038,12132,08:05:00,08,LO PRADO,34,30,1,16,1,32,1,2,1,1,1,0,0,0,0,08,18
14088,-70.774124,-33.508217,12133,08:30:00,08,MAIPU,20,20,1,1,12,1,3,1,1,1,1,0,0,0,1,08,20
14089,-70.678474,-33.366219,12134,10:00:00,08,HUECHURABA,33,30,1,14,13,97,1,1,1,1,1,0,0,0,0,08,7
14090,-70.701782,-33.420807,12135,10:30:00,08,QUINTA NORMAL,33,30,1,26,14,98,2,1,1,1,1,0,0,0,1,08,29
14091,-70.734703,-33.500526,12136,11:00:00,08,CERRILLOS,67,40,1,1,13,97,2,2,1,1,1,0,0,0,0,08,1
14092,-70.775436,-33.515301,12137,11:03:00,08,MAIPU,31,30,1,1,13,97,2,2,1,1,1,0,0,0,0,08,20
14093,-70.745186,-33.359158,12138,11:15:00,08,QUILICURA,70,70,1,26,9,95,2,2,1,1,1,0,0,0,1,08,28
14094,-70.57682,-33.604321,12139,11:20:00,08,PUENTE ALTO,33,30,1,11,1,27,3,1,1,1,1,0,0,0,0,08,27
14095,-70.71656,-33.330654,12140,11:30:00,08,QUILICURA,33,30,1,1,1,27,2,2,1,1,1,0,0,0,2,08,28
14096,-70.595795,-33.518745,12141,12:00:00,08,LA FLORIDA,69,40,1,11,13,97,1,1,1,1,1,0,0,0,3,08,10
14097,-70.595795,-33.518745,12142,12:00:00,08,LA FLORIDA,69,40,1,11,13,97,1,1,1,1,1,0,0,0,2,08,10
14098,-70.566833,-33.551052,12143,12:50:00,08,LA FLORIDA,30,30,1,26,1,27,2,1,1,1,1,0,0,0,1,08,10
14099,-70.677925,-33.452404,12144,13:00:00,08,ESTACION CENTRAL,33,30,1,11,1,28,1,2,1,1,1,0,0,0,1,08,6
14100,-70.558449,-33.486137,12145,13:30:00,08,PEÑALOLEN,33,30,1,11,1,91,2,4,2,1,1,0,0,0,0,08,23
14101,-70.736656,-33.495922,12146,13:55:00,08,MAIPU,65,40,1,26,1,27,2,1,1,1,1,0,0,0,0,08,20
14102,-70.58902,-33.547264,12147,15:15:00,08,LA FLORIDA,30,30,1,1,13,97,2,1,1,1,1,0,0,0,1,08,10
14103,-70.556061,-33.419884,12148,15:20:00,08,LAS CONDES,31,30,1,14,10,65,2,2,1,1,1,0,0,0,0,08,15
14104,-70.689262,-33.459118,12149,15:30:00,08,ESTACION CENTRAL,30,30,1,26,13,97,2,1,1,1,1,0,1,0,0,08,6
14105,-70.635292,-33.448196,12150,15:40:00,08,SANTIAGO,64,40,1,4,1,27,1,2,1,1,1,0,0,0,0,08,36
14106,-70.673462,-33.200981,12151,16:00:00,08,COLINA,33,30,1,1,13,97,2,2,1,1,1,0,0,0,0,08,3
14107,-70.748169,-33.37606,12152,16:20:00,08,QUILICURA,33,30,1,1,1,27,2,2,1,1,1,0,0,0,1,08,28
14108,-70.686859,-33.482056,12153,16:30:00,08,CERRILLOS,34,30,1,1,13,97,1,2,1,1,1,0,0,0,1,08,1
14109,-70.665497,-33.392895,12154,16:30:00,08,CONCHALI,52,40,1,1,13,97,1,1,1,1,1,0,0,0,0,08,4
14110,-70.575653,-33.430046,12155,16:55:00,08,LAS CONDES,30,30,1,25,14,98,2,1,1,1,1,0,0,0,1,08,15
14111,-70.626183,-33.442238,12156,17:10:00,08,PROVIDENCIA,70,70,1,1,1,27,1,2,1,1,1,0,1,0,0,08,25
14112,-70.626183,-33.442238,12157,17:10:00,08,PROVIDENCIA,70,70,1,1,1,29,1,2,1,1,1,0,1,0,0,08,25
14113,-70.666466,-33.552383,12158,18:40:00,08,EL BOSQUE,70,70,1,1,11,92,2,1,1,1,1,0,0,0,2,08,5
14114,-70.551331,-33.579353,12159,19:00:00,08,PUENTE ALTO,32,30,1,11,13,97,3,2,1,1,1,0,0,0,0,08,27
14115,-70.645393,-33.458664,12160,19:00:00,08,SANTIAGO,65,40,1,4,1,27,1,2,1,1,1,0,0,0,0,08,36
14116,-70.565483,-33.501354,12161,19:00:00,08,PEÑALOLEN,31,30,1,16,1,91,2,2,2,1,1,0,0,0,0,08,23
14117,-70.61692,-33.445625,12162,19:20:00,08,PROVIDENCIA,51,40,1,4,9,95,1,2,1,1,1,0,0,0,0,08,25
14118,-70.656555,-33.561188,12163,19:45:00,08,EL BOSQUE,32,30,1,14,10,65,2,2,2,1,1,0,1,0,0,08,5
14119,-70.631958,-33.553829,12164,20:30:00,08,SAN RAMON,20,20,1,1,3,43,1,2,1,1,1,0,0,0,0,08,35
14120,-70.768921,-33.44294,12165,20:30:00,08,PUDAHUEL,10,10,1,1,10,62,2,2,2,1,1,0,0,0,1,08,26
14121,-70.757408,-33.510555,12166,21:00:00,08,MAIPU,32,30,1,1,1,11,2,1,1,1,1,0,0,0,0,08,20
14122,-70.685539,-33.590885,12167,21:02:00,08,SAN BERNARDO,32,30,1,1,1,93,2,2,1,3,3,0,0,0,0,08,32
14123,-70.7284074,-33.4981019,12168,21:10:00,08,CERRILLOS,34,30,1,1,1,27,2,2,1,1,1,0,0,0,0,08,1
14124,-70.5637101,-33.579962,12169,21:10:00,08,PUENTE ALTO,31,30,1,11,1,27,3,2,2,1,1,0,0,0,0,08,27
14125,-70.747543,-33.434258,12170,21:40:00,08,PUDAHUEL,99,99,1,1,4,24,2,2,2,1,1,0,0,0,0,08,26
14126,-70.675301,-33.200756,12171,21:40:00,08,COLINA,63,40,1,1,4,24,2,2,1,1,1,0,0,0,2,08,3
14127,-70.59063,-33.510048,12172,21:45:00,08,MACUL,32,30,1,11,1,27,2,1,1,1,1,0,0,0,0,08,19
14128,-70.560547,-33.49892,12173,21:45:00,08,PEÑALOLEN,33,30,1,1,1,27,2,4,2,1,1,0,0,0,0,08,23
14129,-70.551804,-33.408291,12174,22:00:00,08,LAS CONDES,33,30,1,1,1,28,2,2,1,1,1,0,0,0,1,08,15
14130,-70.637688,-33.610386,12175,22:25:00,08,LA PINTANA,30,30,1,14,1,28,2,2,1,1,1,0,0,0,1,08,12
14131,-70.5783,-33.605999,12176,22:30:00,08,PUENTE ALTO,32,30,1,11,10,68,3,1,1,1,1,0,0,0,1,08,27
14132,-70.742523,-33.409081,12177,22:30:00,08,RENCA,30,30,1,1,10,65,1,1,1,1,1,0,0,0,0,08,31
14133,-70.768967,-33.513161,12178,22:30:00,08,MAIPU,32,30,1,14,13,97,2,2,1,1,1,0,0,0,0,08,20
14134,-70.773872,-33.534462,12179,22:50:00,08,MAIPU,31,30,1,15,10,64,1,2,1,1,1,0,0,0,0,08,20
14135,-70.63517,-33.405495,12180,23:00:00,08,RECOLETA,32,30,1,15,10,64,2,2,1,1,1,0,0,0,0,08,30
14136,-70.680534,-33.406361,12181,23:00:00,08,INDEPENDENCIA,32,30,1,11,14,98,2,2,2,1,1,0,0,0,0,08,8
14137,-70.6470289,-33.3802514,20208,06:40:00,08,HUECHURABA,52,40,1,1,4,24,2,2,1,1,1,0,0,0,0,08,7
14138,-70.5770824,-33.4738568,20209,20:15:00,08,MACUL,70,70,1,1,13,97,2,1,1,1,1,0,0,0,1,08,19
14139,-70.6696584,-33.4524576,21193,11:30:00,08,SANTIAGO,20,20,1,11,1,27,1,2,1,1,1,0,1,0,0,08,36
14140,-70.7120187,-33.4257338,21194,16:30:00,08,QUINTA NORMAL,63,40,1,14,1,27,1,2,2,1,1,0,0,0,0,08,29
14141,-70.6272441,-33.3963994,22057,12:45:00,08,RECOLETA,32,30,1,11,14,99,1,1,2,1,1,0,0,0,0,08,30
14142,-70.6656198,-33.5250019,22917,00:50:00,08,LA CISTERNA,34,30,1,14,10,65,2,1,1,1,1,0,0,0,0,08,9
14143,-70.7457344,-33.4882284,22920,20:30:00,08,MAIPU,63,40,1,15,7,71,2,1,1,1,1,0,0,0,0,08,20
14144,-70.6751032,-33.4459685,22922,09:30:00,08,SANTIAGO,32,30,1,15,10,64,1,1,1,1,1,0,0,0,0,08,36
14145,-70.681525,-33.4526675,22924,13:30:00,08,ESTACION CENTRAL,30,30,1,26,14,98,2,1,1,1,1,0,0,0,0,08,6
14146,-70.535979,-33.6148285,22925,05:40:00,08,PUENTE ALTO,52,40,1,14,9,95,3,2,1,1,1,0,1,0,2,08,27
14147,-70.6767926,-33.4363984,12182,01:05:00,08,SANTIAGO,63,40,1,1,13,97,1,1,1,1,1,0,0,0,0,08,36
14148,-70.690742,-33.503544,12183,02:20:00,08,LO ESPEJO,99,99,1,1,1,83,2,1,1,1,1,0,0,0,0,08,17
14149,-70.646706,-33.505222,12184,04:50:00,08,SAN MIGUEL,10,10,1,26,13,97,2,2,1,1,1,0,0,0,1,08,34
14150,-70.660683,-33.419243,12185,05:00:00,08,INDEPENDENCIA,32,30,1,14,10,65,1,2,1,1,1,0,0,0,0,08,8
14151,-70.669632,-33.49892,12186,05:10:00,08,PEDRO AGUIRRE CERDA,10,10,1,1,1,27,1,2,1,1,1,0,1,0,0,08,22
14152,-70.639984,-33.495312,12187,06:00:00,08,SAN JOAQUIN,10,10,1,1,1,27,3,2,1,1,1,0,1,0,1,08,33
14153,-70.635567,-33.528259,12188,06:55:00,08,SAN RAMON,34,30,1,11,4,24,1,2,1,1,1,0,0,0,0,08,35
14154,-70.636665,-33.519897,12189,07:05:00,08,SAN RAMON,50,40,1,1,4,24,1,2,1,1,1,0,0,0,0,08,35
14155,-70.6642151,-33.5254995,12190,07:40:00,08,LA CISTERNA,34,30,1,14,1,28,2,1,1,1,1,0,0,0,0,08,9
14156,-70.578995,-33.400547,12191,08:30:00,08,VITACURA,51,40,1,4,14,98,1,2,1,1,1,0,0,0,0,08,38
14157,-70.5811033,-33.4881528,12192,09:30:00,08,MACUL,70,70,1,15,13,97,2,1,1,1,1,0,1,0,0,08,19
14158,-70.660889,-33.416641,12193,10:25:00,08,INDEPENDENCIA,32,30,1,1,4,24,1,2,1,1,1,0,0,0,0,08,8
14159,-70.5804364,-33.4883713,12194,10:50:00,08,PEÑALOLEN,51,40,1,1,9,95,3,4,2,1,1,0,0,0,0,08,23
14160,-70.578018,-33.616718,12195,11:40:00,08,PUENTE ALTO,61,40,1,11,1,27,2,1,1,1,1,0,0,0,0,08,27
14161,-70.748512,-33.49205,12196,12:15:00,08,MAIPU,32,30,1,1,13,97,2,1,1,1,1,0,0,0,1,08,20
14162,-70.57827,-33.427017,12197,13:00:00,08,LAS CONDES,30,30,1,26,14,98,2,1,1,1,1,0,0,0,0,08,15
14163,-70.723717,-33.424622,12198,13:00:00,08,CERRO NAVIA,30,30,1,1,13,97,2,1,2,1,1,0,0,0,0,08,2
14164,-70.617409,-33.415443,12199,13:20:00,08,PROVIDENCIA,51,40,1,1,9,95,2,2,1,1,1,0,0,0,0,08,25
14165,-70.752281,-33.46019,12200,13:20:00,08,PUDAHUEL,33,30,1,1,1,27,3,2,2,1,2,0,0,0,0,08,26
14166,-70.749962,-33.473942,12201,13:30:00,08,MAIPU,63,40,1,1,13,97,2,1,1,1,1,0,0,0,0,08,20
14167,-70.587509,-33.494698,12202,13:30:00,08,MACUL,31,30,1,15,4,24,2,1,1,1,1,0,0,0,1,08,19
14168,-70.6707,-33.545376,12203,14:50:00,08,EL BOSQUE,61,40,1,1,9,95,2,2,1,1,1,0,0,0,1,08,5
14169,-70.636223,-33.52121,12204,15:35:00,08,LA GRANJA,10,10,1,11,1,27,2,2,1,1,1,0,0,0,1,08,11
14170,-70.694061,-33.459824,12205,16:30:00,08,ESTACION CENTRAL,30,30,1,26,14,98,2,1,2,1,1,0,0,0,1,08,6
14171,-70.673332,-33.48666,12206,16:30:00,08,PEDRO AGUIRRE CERDA,10,10,1,1,13,97,2,2,1,1,1,0,0,0,1,08,22
14172,-70.583946,-33.49556,12207,16:40:00,08,SAN RAMON,30,30,1,1,13,97,1,2,1,1,1,0,0,0,0,08,35
14173,-70.560501,-33.571941,12208,17:00:00,08,PUENTE ALTO,31,30,1,16,13,97,2,2,2,1,1,0,0,0,0,08,27
14174,-70.665955,-33.500404,12209,17:00:00,08,PEDRO AGUIRRE CERDA,53,40,1,11,1,27,2,2,1,1,1,0,0,0,0,08,22
14175,-70.623352,-33.453087,12210,17:10:00,08,ÑUÑOA,63,40,1,1,1,27,2,1,1,1,1,0,0,0,0,08,39
14176,-70.650803,-33.441376,12211,17:15:00,08,SANTIAGO,10,10,1,1,1,27,1,1,1,1,1,0,0,0,0,08,36
14177,-70.748169,-33.37606,12212,17:20:00,08,QUILICURA,31,30,1,1,1,23,2,2,1,1,1,0,0,0,1,08,28
14178,-70.742516,-33.368309,12213,17:40:00,08,QUILICURA,34,30,1,15,10,64,2,2,2,1,1,0,0,0,0,08,28
14179,-70.5534036,-33.6100192,12214,18:20:00,08,PUENTE ALTO,32,30,1,11,14,98,3,1,1,1,1,0,0,0,0,08,27
14180,-70.640694,-33.488091,12215,19:00:00,08,SAN JOAQUIN,32,30,1,11,13,97,3,1,1,1,1,0,0,0,1,08,33
14181,-70.55603,-33.439178,12216,19:25:00,08,LA REINA,99,99,1,11,4,24,3,2,2,1,1,0,0,0,0,08,13
14182,-70.762146,-33.430412,12217,19:30:00,08,PUDAHUEL,32,30,1,1,4,24,2,2,2,1,1,0,0,0,0,08,26
14183,-70.602661,-33.520237,12218,20:00:00,08,LA FLORIDA,30,30,1,1,13,97,1,1,1,1,1,0,0,0,0,08,10
14184,-70.643204,-33.407017,12219,20:00:00,08,RECOLETA,10,10,1,11,2,52,2,2,1,1,1,0,0,0,1,08,30
14185,-70.551674,-33.462559,12220,20:40:00,08,PEÑALOLEN,32,30,1,11,1,15,2,1,1,1,1,0,0,0,0,08,23
14186,-70.62645,-33.467426,12221,20:50:00,08,SANTIAGO,34,30,1,11,1,27,1,1,1,1,1,0,0,0,1,08,36
14187,-70.678474,-33.366219,12222,21:20:00,08,HUECHURABA,33,30,1,1,1,28,1,2,1,1,1,0,0,0,0,08,7
14188,-70.688545,-33.571377,12223,22:40:00,08,EL BOSQUE,32,30,1,11,10,62,3,1,1,1,1,0,0,0,0,08,5
14189,-70.685333,-33.540638,12224,22:50:00,08,EL BOSQUE,10,10,1,1,2,52,2,2,2,1,1,0,0,1,0,08,5
14190,-70.6077797,-33.4227338,21749,11:29:00,08,PROVIDENCIA,65,40,1,1,1,29,1,2,1,1,1,0,0,0,0,08,25
14191,-70.6156389,-33.5508673,22916,09:45:00,08,LA GRANJA,31,30,1,15,1,32,2,2,2,1,1,0,0,0,0,08,11
14192,-70.6183111,-33.4230735,22950,14:50:00,08,PROVIDENCIA,32,30,1,11,13,97,1,2,1,1,1,0,0,0,1,08,25
14193,-70.586357,-33.410393,12225,00:00:00,08,LAS CONDES,30,30,1,26,13,97,2,2,1,1,1,0,0,0,1,08,15
14194,-70.729385,-33.504597,12226,06:10:00,08,CERRILLOS,33,30,1,1,1,28,3,2,1,1,1,0,0,0,2,08,1
14195,-70.714333,-33.335777,12227,06:15:00,08,QUILICURA,34,30,1,1,14,98,2,2,1,1,1,0,0,0,0,08,28
14196,-70.661179,-33.503918,12228,07:10:00,08,SAN MIGUEL,33,30,1,14,13,97,2,1,1,1,1,0,0,0,0,08,34
14197,-70.532883,-33.409142,12229,07:30:00,08,LAS CONDES,33,30,1,11,1,28,2,2,1,1,1,0,0,0,0,08,15
14198,-70.655952,-33.507439,12230,07:40:00,08,SAN MIGUEL,63,40,1,11,1,27,2,3,2,2,5,0,0,0,0,08,34
14199,-70.645416,-33.499393,12231,07:40:00,08,SAN MIGUEL,32,30,1,26,1,27,2,2,1,1,1,0,0,0,0,08,34
14200,-70.661659,-33.411533,12232,07:50:00,08,INDEPENDENCIA,32,30,1,14,10,65,1,2,1,1,1,0,0,0,0,08,8
14201,-70.607468,-33.438377,12233,07:55:00,08,PROVIDENCIA,10,10,1,1,1,27,2,2,1,1,1,0,1,0,0,08,25
14202,-70.654785,-33.428375,12234,08:05:00,08,INDEPENDENCIA,32,30,1,15,10,64,1,2,1,1,1,0,0,0,0,08,8
14203,-70.558456,-33.559208,12235,08:10:00,08,PUENTE ALTO,31,30,1,11,10,62,3,1,1,1,1,0,0,1,0,08,27
14204,-70.695869,-33.583118,12236,08:15:00,08,SAN BERNARDO,63,40,1,26,1,27,2,2,1,1,1,0,0,0,0,08,32
14205,-70.695869,-33.583118,12237,08:15:00,08,SAN BERNARDO,31,30,1,1,1,28,1,2,1,1,2,0,0,0,0,08,32
14206,-70.643204,-33.407017,12238,08:15:00,08,RECOLETA,32,30,1,11,1,93,2,2,1,1,1,0,0,0,0,08,30
14207,-70.581558,-33.552929,12239,08:30:00,08,LA FLORIDA,33,30,1,1,13,97,2,1,1,1,1,0,0,0,0,08,10
14208,-70.743423,-33.475098,12240,08:45:00,08,MAIPU,32,30,1,26,1,27,2,1,1,1,1,0,0,0,0,08,20
14209,-70.578285,-33.598145,12241,08:45:00,08,PUENTE ALTO,33,30,1,1,1,11,3,2,1,1,1,0,0,0,0,08,27
14210,-70.656837,-33.552776,12242,09:00:00,08,EL BOSQUE,32,30,1,14,1,27,2,2,3,1,2,0,0,0,1,08,5
14211,-70.628914,-33.582916,12243,09:00:00,08,LA PINTANA,65,40,1,1,13,97,2,2,1,1,1,0,1,0,0,08,12
14212,-70.653915,-33.500229,12244,09:05:00,08,SAN MIGUEL,52,40,1,26,13,97,2,2,1,1,1,0,0,0,0,08,34
14213,-70.785583,-33.516548,12245,09:55:00,08,MAIPU,10,10,1,1,13,97,3,2,1,1,1,0,0,0,1,08,20
14214,-70.668091,-33.44257,12246,10:00:00,08,SANTIAGO,32,30,1,1,13,97,2,1,1,1,1,0,0,0,0,08,36
14215,-70.587761,-33.445854,12247,10:00:00,08,ÑUÑOA,32,30,1,14,10,65,2,2,2,1,1,0,0,0,1,08,39
14216,-70.694656,-33.42675,12248,11:00:00,08,QUINTA NORMAL,32,30,1,1,1,32,2,2,1,1,1,0,0,0,0,08,29
14217,-70.5982564,-33.5098463,12249,11:15:00,08,LA FLORIDA,33,30,1,11,13,97,2,1,1,1,1,0,0,0,0,08,10
14218,-70.574211,-33.474236,12250,11:30:00,08,PEÑALOLEN,62,40,1,1,1,28,2,4,2,1,1,0,0,0,0,08,23
14219,-70.532211,-33.354881,12251,12:00:00,08,LO BARNECHEA,32,30,1,1,1,28,1,1,1,1,1,0,0,0,0,08,16
14220,-70.532211,-33.354881,12252,12:00:00,08,LO BARNECHEA,63,40,1,11,1,27,2,2,1,1,1,0,0,0,0,08,16
14221,-70.605911,-33.47921,12253,12:20:00,08,MACUL,10,10,1,11,1,31,2,1,1,1,1,0,1,0,0,08,19
14222,-70.638725,-33.413467,12254,12:20:00,08,RECOLETA,10,10,1,11,10,62,2,2,1,1,1,0,0,0,1,08,30
14223,-70.722514,-33.5099839,12255,12:45:00,08,CERRILLOS,32,30,1,1,1,29,3,2,1,1,1,0,0,0,0,08,1
14224,-70.5849,-33.564148,12256,12:45:00,08,LA FLORIDA,33,30,1,1,13,97,3,1,1,1,1,0,0,0,0,08,10
14225,-70.5849,-33.564148,12257,12:45:00,08,LA FLORIDA,33,30,1,1,13,97,1,1,1,1,1,0,0,0,0,08,10
14226,-70.657684,-33.442596,12258,12:50:00,08,SANTIAGO,32,30,1,1,13,97,1,1,1,1,1,0,0,0,0,08,36
14227,-70.573265,-33.535622,12259,13:00:00,08,LA FLORIDA,63,40,1,26,1,27,2,1,1,1,1,0,0,0,1,08,10
14228,-70.652557,-33.460079,12260,13:05:00,08,SANTIAGO,64,40,1,15,10,64,1,2,1,1,1,0,0,0,0,08,36
14229,-70.682724,-33.563938,12261,13:10:00,08,EL BOSQUE,32,30,1,11,10,62,1,2,1,1,1,0,0,0,1,08,5
14230,-70.684669,-33.418236,12262,14:00:00,08,RENCA,32,30,1,1,1,23,1,1,1,1,1,1,1,0,3,08,31
14231,-70.791321,-33.556946,12263,14:00:00,08,MAIPU,31,30,1,1,13,97,2,1,1,1,1,0,0,0,0,08,20
14232,-70.69548,-33.37429,12265,14:10:00,08,QUILICURA,33,30,1,1,1,28,2,2,1,1,1,0,0,0,2,08,28
14233,-70.678658,-33.362911,12266,14:25:00,08,HUECHURABA,53,40,1,1,1,27,2,2,1,1,1,0,0,0,0,08,7
14234,-70.553543,-33.419914,12267,14:30:00,08,LAS CONDES,10,10,1,1,2,52,2,1,1,1,1,0,0,0,1,08,15
14235,-70.679604,-33.444435,12268,14:40:00,08,ESTACION CENTRAL,30,30,1,26,1,28,2,1,2,1,1,0,0,0,0,08,6
14236,-70.678474,-33.366219,12269,15:30:00,08,CONCHALI,32,30,1,1,9,95,1,1,2,1,1,0,0,0,0,08,4
14237,-70.777901,-33.511997,12270,15:50:00,08,MAIPU,32,30,1,14,13,97,2,2,1,1,1,0,0,0,0,08,20
14238,-70.681296,-33.5318064,12271,16:00:00,08,LA CISTERNA,33,30,1,15,1,28,1,1,1,1,1,0,0,0,4,08,9
14239,-70.658257,-33.538532,12272,16:30:00,08,LA CISTERNA,52,40,1,14,9,95,1,1,1,1,1,0,0,0,2,08,9
14240,-70.700813,-33.572956,12273,16:30:00,08,SAN BERNARDO,63,40,1,11,1,27,2,2,1,1,1,0,0,0,0,08,32
14241,-70.7746445,-33.5172481,12274,17:05:00,08,MAIPU,32,30,1,1,13,97,2,2,1,1,1,0,0,0,0,08,20
14242,-70.653041,-33.4308271,12275,17:20:00,08,INDEPENDENCIA,10,10,1,1,2,52,1,2,1,1,1,0,0,0,1,08,8
14243,-70.677872,-33.450504,12276,17:28:00,08,SANTIAGO,32,30,1,1,13,97,3,1,1,1,1,0,0,0,0,08,36
14244,-70.600456,-33.588135,12277,18:00:00,08,PUENTE ALTO,63,40,1,1,1,27,3,2,1,1,1,0,0,0,0,08,27
14245,-70.510269,-33.399681,12278,18:15:00,08,LAS CONDES,32,30,1,11,14,98,2,2,1,1,1,0,0,0,1,08,15
14246,-70.7601015,-33.5055072,12279,18:30:00,08,MAIPU,65,40,1,11,1,29,1,1,1,1,1,0,0,0,0,08,20
14247,-70.761795,-33.505508,12280,19:00:00,08,MAIPU,33,30,1,14,1,27,1,1,1,1,1,0,0,0,0,08,20
14248,-70.705101,-33.414577,12281,19:05:00,08,QUINTA NORMAL,10,10,1,15,1,31,2,2,1,1,1,0,0,0,1,08,29
14249,-70.698929,-33.365768,12282,19:30:00,08,QUILICURA,32,30,1,1,1,27,2,2,1,1,1,0,1,0,0,08,28
14250,-70.599365,-33.485161,12283,20:05:00,08,MACUL,33,30,1,11,1,27,2,1,1,1,1,0,0,0,0,08,19
14251,-70.654724,-33.483311,12284,20:50:00,08,SAN MIGUEL,33,30,1,11,13,97,2,2,2,2,1,0,0,0,0,08,34
14252,-70.556595,-33.445431,12285,21:07:00,08,LA REINA,20,20,1,1,14,98,1,2,2,1,1,0,0,0,1,08,13
14253,-70.598244,-33.451843,12286,22:00:00,08,ÑUÑOA,63,40,1,11,1,27,2,2,2,1,1,0,0,0,1,08,39
14254,-70.605621,-33.417473,12287,22:20:00,08,PROVIDENCIA,69,40,1,1,1,27,1,2,1,1,1,0,0,0,0,08,25
14255,-70.699837,-33.367996,12288,22:40:00,08,CONCHALI,33,30,1,1,13,97,1,1,1,1,1,0,0,0,1,08,4
14256,-70.690521,-33.453926,12289,23:15:00,08,ESTACION CENTRAL,30,30,1,26,14,98,2,1,2,1,1,0,0,0,1,08,6
14257,-70.5781876,-33.5118307,20010,13:00:00,08,LA FLORIDA,62,40,1,14,1,27,2,1,1,1,1,0,0,0,0,08,10
14258,-70.5057894,-33.3601361,21203,15:35:00,08,LO BARNECHEA,33,30,1,1,1,28,1,1,1,1,1,0,0,0,0,08,16
14259,-70.7563965,-33.509733,21208,19:30:00,08,MAIPU,20,20,1,26,3,42,2,1,1,1,1,0,0,0,1,08,20
14260,-70.6306974,-33.5034392,21209,21:40:00,08,SAN JOAQUIN,34,30,1,16,1,32,1,2,1,1,1,0,1,0,0,08,33
14261,-70.7482949,-33.6708807,21646,11:40:00,08,SAN BERNARDO,61,40,1,1,13,97,2,2,1,1,1,0,0,0,0,08,32
14262,-70.6386914,-33.4329598,21694,17:25:00,08,RECOLETA,32,30,1,1,1,28,1,2,2,1,1,0,0,0,0,08,30
