X;Y;FID;Hora;Fecha;Comuna;Cód_Tipo_;Cód_Tipo1;Cód_Zona;Cód_Ubica;Cód_Causa;Cód_Cau_1;Cód_Calza;Cód__Tipo;Cód_Estad;Cód_Condi;Cód_Est_1;Fallecidos;Graves;Menos_Grav;Leves
-70.705101;-33.414577;8567;09:45:00;2018/06/20 00:00:00+00;QUINTA NORMAL;34;30;1;14;10;65;2;2;2;1;1;0;0;0;0
-70.722514;-33.5099839;8568;10:00:00;2018/06/20 00:00:00+00;CERRILLOS;63;40;1;11;1;28;3;2;1;1;1;0;0;0;0
-70.599159;-33.520348;8569;10:15:00;2018/06/20 00:00:00+00;LA FLORIDA;30;30;1;1;13;97;1;1;1;1;1;0;0;0;1
-70.518639;-33.352779;8570;10:21:00;2018/06/20 00:00:00+00;LO BARNECHEA;32;30;1;1;1;27;3;1;1;1;1;0;0;0;0
-70.621872;-33.449059;8571;11:10:00;2018/06/20 00:00:00+00;ÑUÑOA;10;10;1;14;10;65;1;2;1;1;1;0;1;0;0
-70.575356;-33.562149;8572;11:20:00;2018/06/20 00:00:00+00;LA FLORIDA;32;30;1;11;13;97;2;2;1;1;1;0;0;0;1
-70.721764;-33.424046;8573;11:45:00;2018/06/20 00:00:00+00;CERRO NAVIA;30;30;1;14;1;27;1;2;1;1;1;0;0;0;0
-70.78476;-33.432026;8574;12:15:00;2018/06/20 00:00:00+00;PUDAHUEL;32;30;1;11;1;27;2;2;1;1;1;0;0;0;0
-70.6315;-33.4963;8575;12:20:00;2018/06/20 00:00:00+00;SAN JOAQUIN;32;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.5625;-33.596664;8576;13:30:00;2018/06/20 00:00:00+00;PUENTE ALTO;33;30;1;14;1;28;3;1;1;1;1;0;0;0;0
-70.649437;-33.540085;8577;14:10:00;2018/06/20 00:00:00+00;SAN RAMON;33;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.747337;-33.474808;8578;14:20:00;2018/06/20 00:00:00+00;MAIPU;32;30;1;15;10;64;2;1;1;1;1;0;0;0;0
-70.635292;-33.448196;8579;14:40:00;2018/06/20 00:00:00+00;SANTIAGO;63;40;1;11;1;27;1;2;1;1;1;0;0;0;0
-70.6841529;-33.4614699;8580;15:00:00;2018/06/20 00:00:00+00;ESTACION CENTRAL;30;30;1;26;14;98;3;1;2;1;1;0;0;0;0
-70.656509;-33.556923;8581;15:00:00;2018/06/20 00:00:00+00;EL BOSQUE;51;40;1;16;9;95;1;2;1;1;1;0;0;0;0
-70.569389;-33.522385;8582;15:40:00;2018/06/20 00:00:00+00;LA FLORIDA;63;40;1;11;1;28;2;2;1;1;1;0;0;0;0
-70.621117;-33.446354;8583;16:00:00;2018/06/20 00:00:00+00;PROVIDENCIA;62;40;1;1;1;29;1;2;1;1;1;0;0;0;0
-70.614159;-33.425129;8584;16:15:00;2018/06/20 00:00:00+00;PROVIDENCIA;62;40;1;11;13;97;1;2;1;1;1;0;0;0;0
-70.568954;-33.411064;8585;16:25:00;2018/06/20 00:00:00+00;LAS CONDES;30;30;1;26;13;97;2;2;1;1;1;0;0;0;0
-70.691963;-33.45155;8586;16:30:00;2018/06/20 00:00:00+00;ESTACION CENTRAL;10;10;1;26;14;98;1;1;2;1;1;0;1;0;1
-70.639549;-33.543129;8587;16:50:00;2018/06/20 00:00:00+00;SAN RAMON;10;10;1;1;2;55;2;2;1;1;1;0;1;0;0
-70.582108;-33.613022;8588;17:00:00;2018/06/20 00:00:00+00;PUENTE ALTO;10;10;1;1;13;97;2;1;1;1;1;0;1;0;0
-70.643158;-33.405704;8589;17:05:00;2018/06/20 00:00:00+00;RECOLETA;99;99;1;11;14;99;1;2;1;1;1;0;0;0;1
-70.671539;-33.563019;8590;17:10:00;2018/06/20 00:00:00+00;EL BOSQUE;10;10;1;1;2;52;3;1;1;1;1;0;0;0;1
-70.71843;-33.526939;8591;17:30:00;2018/06/20 00:00:00+00;CERRILLOS;32;30;1;1;1;27;2;2;1;1;1;0;1;0;0
-70.645317;-33.545841;8592;17:30:00;2018/06/20 00:00:00+00;SAN RAMON;34;30;1;15;1;32;1;2;1;1;1;0;0;0;0
-70.615456;-33.387779;8593;17:45:00;2018/06/20 00:00:00+00;HUECHURABA;10;10;1;15;4;24;2;2;1;1;1;0;0;1;0
-70.714653;-33.489265;8594;18:10:00;2018/06/20 00:00:00+00;CERRILLOS;63;40;1;1;1;28;2;2;1;1;1;0;0;0;1
-70.650101;-33.372726;8595;18:30:00;2018/06/20 00:00:00+00;HUECHURABA;52;40;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.544434;-33.476944;8596;18:50:00;2018/06/20 00:00:00+00;PEÑALOLEN;32;30;1;1;1;29;3;1;1;1;1;0;0;0;0
-70.67701;-33.50565;8597;19:10:00;2018/06/20 00:00:00+00;PEDRO AGUIRRE CERDA;34;30;1;1;1;32;1;2;1;1;1;0;0;0;1
-70.571838;-33.519886;8598;19:50:00;2018/06/20 00:00:00+00;LA FLORIDA;67;40;1;1;1;93;2;2;1;1;1;0;0;0;0
-70.667503;-33.191891;8599;20:06:00;2018/06/20 00:00:00+00;COLINA;34;30;1;16;13;97;2;2;1;1;1;0;0;0;0
-70.58062;-33.398792;8600;20:15:00;2018/06/20 00:00:00+00;VITACURA;31;30;1;1;1;11;2;2;1;1;1;0;0;0;1
-70.715225;-33.487194;8601;20:25:00;2018/06/20 00:00:00+00;CERRILLOS;34;30;1;1;1;27;2;2;1;1;1;0;0;0;1
-70.582764;-33.429752;8602;20:30:00;2018/06/20 00:00:00+00;LAS CONDES;63;40;1;11;1;27;3;1;1;1;1;0;0;0;0
-70.644775;-33.389793;8603;20:30:00;2018/06/20 00:00:00+00;RECOLETA;63;40;1;1;1;28;1;2;1;1;2;0;0;0;0
-70.543488;-33.444206;8604;20:38:00;2018/06/20 00:00:00+00;LA REINA;32;30;1;11;1;28;2;2;2;1;1;0;1;0;0
-70.667595;-33.447742;8605;21:30:00;2018/06/20 00:00:00+00;SANTIAGO;33;30;1;1;1;27;1;1;1;1;1;0;0;0;0
-70.615814;-33.432724;8606;23:00:00;2018/06/20 00:00:00+00;PROVIDENCIA;10;10;1;11;1;27;1;1;1;1;1;0;1;0;0
-70.5900328;-33.5502349;21002;15:57:00;2018/06/20 00:00:00+00;LA FLORIDA;34;30;1;11;1;27;2;2;1;1;1;0;0;0;0
-70.6105464;-33.4220465;21004;09:57:00;2018/06/20 00:00:00+00;PROVIDENCIA;32;30;1;1;1;11;2;2;1;1;1;0;0;0;0
-70.69745;-33.39959;21028;11:50:00;2018/06/20 00:00:00+00;RENCA;50;40;1;1;12;1;1;1;1;1;1;0;0;0;0
-70.7853304;-33.433783;21039;23:50:00;2018/06/20 00:00:00+00;PUDAHUEL;33;30;1;1;1;27;2;2;1;1;2;0;0;0;0
-70.6813548;-33.4929914;21044;13:20:00;2018/06/20 00:00:00+00;PEDRO AGUIRRE CERDA;33;30;1;1;1;27;2;2;1;1;1;0;0;0;0
-70.6297;-33.4846303;22733;11:00:00;2018/06/20 00:00:00+00;SAN JOAQUIN;32;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.8687161;-33.3843931;22735;09:26:00;2018/06/20 00:00:00+00;PUDAHUEL;31;30;1;1;1;29;3;2;2;1;1;0;0;0;1
-70.6455322;-33.5129746;22740;07:10:00;2018/06/20 00:00:00+00;SAN MIGUEL;31;30;1;14;13;97;2;2;1;1;1;0;0;0;0
-70.6039166;-33.6048033;22742;08:00:00;2018/06/20 00:00:00+00;PUENTE ALTO;31;30;1;14;10;65;3;1;1;1;1;0;0;0;0
-70.6082492;-33.4713447;22750;19:30:00;2018/06/20 00:00:00+00;ÑUÑOA;32;30;1;14;10;65;1;1;1;1;1;0;0;0;0
-70.559967;-33.430882;8607;00:50:00;2018/06/21 00:00:00+00;LA REINA;51;40;1;11;4;24;3;2;2;1;1;0;0;0;0
-70.609894;-33.421776;8608;00:54:00;2018/06/21 00:00:00+00;PROVIDENCIA;33;30;1;1;1;29;1;2;1;1;1;0;0;0;0
-70.664398;-33.537582;8609;01:40:00;2018/06/21 00:00:00+00;LA CISTERNA;34;30;1;11;10;62;1;1;1;1;1;0;0;0;2
-70.554665;-33.574158;8610;01:50:00;2018/06/21 00:00:00+00;PUENTE ALTO;63;40;1;11;1;28;3;1;1;1;2;0;0;0;0
-70.654457;-33.443333;8611;06:40:00;2018/06/21 00:00:00+00;SANTIAGO;10;10;1;11;14;99;1;1;1;1;1;0;0;0;1
-70.711243;-33.422989;8612;07:00:00;2018/06/21 00:00:00+00;QUINTA NORMAL;33;30;1;16;7;72;2;2;1;1;1;0;0;0;1
-70.704865;-33.357002;8613;07:10:00;2018/06/21 00:00:00+00;QUILICURA;32;30;1;1;1;27;1;1;1;1;1;0;0;0;1
-70.670547;-33.352646;8614;08:00:00;2018/06/21 00:00:00+00;HUECHURABA;32;30;1;11;1;29;3;2;1;1;1;0;0;0;0
-70.584259;-33.608345;8615;08:00:00;2018/06/21 00:00:00+00;PUENTE ALTO;34;30;1;14;10;65;2;1;1;1;1;0;0;0;0
-70.650726;-33.523956;8616;08:05:00;2018/06/21 00:00:00+00;LA CISTERNA;33;30;1;1;1;28;1;1;1;1;1;0;0;0;0
-70.614105;-33.389957;8617;08:15:00;2018/06/21 00:00:00+00;HUECHURABA;32;30;1;1;1;27;2;2;1;1;1;0;0;0;2
-70.568764;-33.527363;8618;08:30:00;2018/06/21 00:00:00+00;LA FLORIDA;34;30;1;16;1;27;2;2;1;1;1;0;0;0;1
-70.629745;-33.50045;8619;09:15:00;2018/06/21 00:00:00+00;SAN JOAQUIN;20;20;1;1;13;97;2;2;1;1;1;0;0;0;1
-70.599503;-33.389736;8620;09:15:00;2018/06/21 00:00:00+00;VITACURA;33;30;1;1;1;28;2;2;1;1;1;0;0;0;1
-70.648232;-33.476505;8621;09:30:00;2018/06/21 00:00:00+00;SANTIAGO;64;40;1;1;14;98;1;2;1;1;1;0;0;0;0
-70.574577;-33.421299;8622;09:45:00;2018/06/21 00:00:00+00;LAS CONDES;10;10;1;1;14;98;2;2;2;1;1;0;1;0;0
-70.53878;-33.432194;8623;09:50:00;2018/06/21 00:00:00+00;LA REINA;33;30;1;1;1;27;2;2;2;1;1;0;0;0;1
-70.611176;-33.422619;8624;10:00:00;2018/06/21 00:00:00+00;PROVIDENCIA;33;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.555099;-33.475189;8625;11:25:00;2018/06/21 00:00:00+00;PEÑALOLEN;31;30;1;1;1;27;2;1;1;1;1;0;0;0;0
-70.613625;-33.470577;8626;12:30:00;2018/06/21 00:00:00+00;ÑUÑOA;33;30;1;11;1;28;3;2;1;1;1;0;0;1;0
-70.748871;-33.47472;8627;14:00:00;2018/06/21 00:00:00+00;MAIPU;32;30;1;11;13;97;2;1;1;1;1;0;0;0;0
-70.694839;-33.433872;8628;14:00:00;2018/06/21 00:00:00+00;QUINTA NORMAL;32;30;1;14;1;27;1;2;1;1;2;0;0;0;1
-70.739609;-33.510078;8629;14:10:00;2018/06/21 00:00:00+00;CERRILLOS;63;40;1;11;1;27;2;2;1;1;1;0;0;0;0
-70.657631;-33.512241;8630;14:28:00;2018/06/21 00:00:00+00;SAN MIGUEL;33;30;1;26;13;97;3;2;1;1;1;0;0;0;0
-70.690575;-33.529209;8631;14:30:00;2018/06/21 00:00:00+00;LO ESPEJO;67;40;1;1;1;27;2;1;1;1;1;0;0;0;0
-70.610451;-33.539505;8632;15:00:00;2018/06/21 00:00:00+00;LA FLORIDA;32;30;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.543297;-33.44183;8633;15:15:00;2018/06/21 00:00:00+00;LA REINA;32;30;1;14;1;27;2;2;2;1;1;0;0;0;1
-70.600983;-33.436974;8634;15:45:00;2018/06/21 00:00:00+00;PROVIDENCIA;32;30;1;11;1;27;2;2;1;1;1;0;1;0;0
-70.651909;-33.506866;8635;15:50:00;2018/06/21 00:00:00+00;SAN MIGUEL;66;40;1;26;13;97;2;1;1;1;1;0;0;0;0
-70.760063;-33.386662;8636;15:50:00;2018/06/21 00:00:00+00;RENCA;30;30;1;1;13;97;1;1;1;1;1;0;1;0;0
-70.737732;-33.44038;8637;16:00:00;2018/06/21 00:00:00+00;LO PRADO;32;30;1;15;13;97;2;1;1;1;1;0;0;0;0
-70.559639;-33.467319;8638;16:06:00;2018/06/21 00:00:00+00;PEÑALOLEN;32;30;1;1;1;27;2;1;1;1;1;0;0;0;0
-70.629288;-33.443729;8639;16:10:00;2018/06/21 00:00:00+00;PROVIDENCIA;10;10;1;16;13;97;1;2;1;1;1;0;1;0;0
-70.593414;-33.442818;8640;16:10:00;2018/06/21 00:00:00+00;PROVIDENCIA;63;40;1;11;1;27;2;1;1;1;1;0;0;0;0
-70.58326;-33.413811;8641;16:30:00;2018/06/21 00:00:00+00;LAS CONDES;32;30;1;26;13;97;2;2;1;1;1;0;0;0;0
-70.680702;-33.430305;8642;16:30:00;2018/06/21 00:00:00+00;SANTIAGO;10;10;1;16;2;55;1;2;2;1;1;0;0;0;3
-70.689346;-33.457901;8643;16:45:00;2018/06/21 00:00:00+00;ESTACION CENTRAL;30;30;1;1;13;97;3;1;1;1;1;0;0;0;0
-70.61274;-33.423832;8644;17:00:00;2018/06/21 00:00:00+00;PROVIDENCIA;31;30;1;1;1;93;1;2;1;1;1;0;0;0;0
-70.796135;-33.562702;8645;17:00:00;2018/06/21 00:00:00+00;PADRE HURTADO;32;30;1;14;10;65;2;1;1;1;1;0;0;0;0
-70.680702;-33.430305;8646;17:00:00;2018/06/21 00:00:00+00;SANTIAGO;34;30;1;1;1;29;1;2;1;1;1;0;0;0;0
-70.61274;-33.423832;8647;17:00:00;2018/06/21 00:00:00+00;PROVIDENCIA;67;40;1;1;1;93;1;2;1;1;1;0;0;0;0
-70.6436142;-33.5434589;8648;17:00:00;2018/06/21 00:00:00+00;SAN RAMON;32;30;1;26;13;97;2;2;1;1;1;0;0;0;0
-70.775116;-33.533215;8649;17:20:00;2018/06/21 00:00:00+00;MAIPU;31;30;1;15;4;24;1;2;1;1;1;0;0;0;0
-70.670242;-33.432137;8650;18:00:00;2018/06/21 00:00:00+00;SANTIAGO;99;99;1;1;14;98;1;2;1;1;1;0;0;0;0
-70.629761;-33.487335;8651;18:00:00;2018/06/21 00:00:00+00;SAN JOAQUIN;32;30;1;11;13;97;3;1;1;1;1;0;0;0;0
-70.5880882;-33.3989011;8652;18:30:00;2018/06/21 00:00:00+00;VITACURA;63;40;1;11;13;97;3;2;1;1;1;0;0;0;0
-70.66172;-33.491375;8653;18:40:00;2018/06/21 00:00:00+00;SAN MIGUEL;32;30;1;26;13;97;1;2;1;1;1;0;0;0;0
-70.54319;-33.440365;8654;18:45:00;2018/06/21 00:00:00+00;LA REINA;32;30;1;11;1;27;1;2;2;1;1;0;0;0;0
-70.733978;-33.357887;8655;18:50:00;2018/06/21 00:00:00+00;QUILICURA;31;30;1;16;1;27;2;1;1;1;1;0;0;0;1
-70.549629;-33.488972;8656;19:00:00;2018/06/21 00:00:00+00;PEÑALOLEN;32;30;1;11;1;27;2;1;1;1;1;0;0;0;0
-70.709587;-33.466381;8657;19:01:00;2018/06/21 00:00:00+00;ESTACION CENTRAL;32;30;1;16;14;98;2;1;1;1;1;0;0;0;0
-70.532547;-33.458958;8658;19:20:00;2018/06/21 00:00:00+00;LA REINA;62;40;1;16;1;27;2;2;2;1;2;0;0;0;1
-70.532211;-33.354881;8659;19:35:00;2018/06/21 00:00:00+00;LO BARNECHEA;63;40;1;1;4;21;3;1;1;1;1;0;0;0;0
-70.622269;-33.484203;8660;20:00:00;2018/06/21 00:00:00+00;SAN JOAQUIN;33;30;1;1;13;97;3;1;1;1;1;0;1;0;2
-70.670197;-33.470573;8661;20:10:00;2018/06/21 00:00:00+00;SANTIAGO;65;40;1;15;1;27;1;2;1;1;1;0;1;0;0
-70.606705;-33.416035;8662;20:14:00;2018/06/21 00:00:00+00;LAS CONDES;30;30;1;26;13;97;2;2;1;1;1;0;0;0;0
-70.562042;-33.469807;8663;20:15:00;2018/06/21 00:00:00+00;PEÑALOLEN;33;30;1;1;1;27;2;4;2;1;1;0;0;0;1
-70.667595;-33.447742;8664;20:50:00;2018/06/21 00:00:00+00;SANTIAGO;20;20;1;1;14;98;3;1;1;1;1;0;0;0;1
-70.681129;-33.210625;8665;22:00:00;2018/06/21 00:00:00+00;COLINA;33;30;1;1;1;28;2;2;1;1;1;0;0;0;0
-70.590805;-33.511116;8666;22:15:00;2018/06/21 00:00:00+00;MACUL;33;30;1;1;4;24;1;1;1;1;1;0;0;0;0
-70.602005;-33.422745;8667;23:00:00;2018/06/21 00:00:00+00;PROVIDENCIA;70;70;1;1;4;24;1;2;1;1;1;0;0;0;1
-70.70546;-33.457352;8668;23:00:00;2018/06/21 00:00:00+00;ESTACION CENTRAL;33;30;1;11;13;97;3;1;1;1;1;0;0;0;2
-70.6578241;-33.4391368;21005;00:25:00;2018/06/21 00:00:00+00;SANTIAGO;99;99;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.6992833;-33.5082412;21012;11:25:00;2018/06/21 00:00:00+00;CERRILLOS;32;30;1;1;1;27;3;2;1;1;1;0;0;0;0
-70.7581649;-33.5118198;21047;16:35:00;2018/06/21 00:00:00+00;MAIPU;63;40;1;26;1;28;2;1;1;1;1;0;0;0;0
-70.6726306;-33.5512036;22741;18:10:00;2018/06/21 00:00:00+00;EL BOSQUE;63;40;1;11;1;11;3;2;1;1;1;0;0;0;0
-70.7581649;-33.5118198;22766;16:35:00;2018/06/21 00:00:00+00;MAIPU;33;30;1;26;1;28;2;1;1;1;1;0;0;0;0
-70.753723;-33.444092;8669;00:50:00;2018/06/22 00:00:00+00;PUDAHUEL;51;40;1;1;9;95;2;1;2;1;1;0;0;0;0
-70.609177;-33.455242;8670;04:10:00;2018/06/22 00:00:00+00;ÑUÑOA;32;30;1;11;10;62;1;2;1;1;1;0;0;0;0
-70.581451;-33.580479;8671;07:30:00;2018/06/22 00:00:00+00;PUENTE ALTO;31;30;1;11;1;32;3;1;1;1;1;0;0;0;0
-70.570908;-33.453548;8672;07:30:00;2018/06/22 00:00:00+00;LA REINA;99;99;1;26;14;98;3;2;2;1;1;0;0;0;1
-70.562225;-33.452644;8673;07:34:00;2018/06/22 00:00:00+00;LA REINA;32;30;1;1;1;11;3;2;2;1;2;0;0;0;0
-70.577278;-33.602943;8674;07:45:00;2018/06/22 00:00:00+00;PUENTE ALTO;32;30;1;11;13;97;3;1;1;1;1;0;0;0;0
-70.675522;-33.503464;8675;07:45:00;2018/06/22 00:00:00+00;PEDRO AGUIRRE CERDA;10;10;1;1;1;27;2;2;1;1;1;0;1;0;0
-70.672485;-33.379116;8676;08:00:00;2018/06/22 00:00:00+00;CONCHALI;33;30;1;1;13;97;1;1;2;1;1;0;0;0;0
-70.67907;-33.349327;8677;08:10:00;2018/06/22 00:00:00+00;HUECHURABA;32;30;1;1;1;27;2;2;1;1;1;0;1;0;0
-70.743584;-33.483105;8678;08:20:00;2018/06/22 00:00:00+00;MAIPU;32;30;1;1;1;91;2;1;1;1;1;0;0;0;0
-70.738342;-33.503513;8679;08:30:00;2018/06/22 00:00:00+00;CERRILLOS;33;30;1;1;1;28;1;2;1;1;1;0;0;0;0
-70.575806;-33.535923;8680;08:40:00;2018/06/22 00:00:00+00;LA FLORIDA;34;30;1;16;1;27;2;2;1;1;1;0;0;0;1
-70.693665;-33.452286;8681;09:10:00;2018/06/22 00:00:00+00;ESTACION CENTRAL;30;30;1;1;13;97;3;1;1;1;1;0;0;0;0
-70.664642;-33.446911;8682;09:40:00;2018/06/22 00:00:00+00;SANTIAGO;67;40;1;1;1;27;3;1;1;1;1;0;0;0;0
-70.596748;-33.526924;8683;09:45:00;2018/06/22 00:00:00+00;LA FLORIDA;30;30;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.622055;-33.478943;8684;10:44:00;2018/06/22 00:00:00+00;SAN JOAQUIN;10;10;1;11;13;97;3;1;1;1;1;0;1;0;0
-70.597839;-33.416832;8685;11:05:00;2018/06/22 00:00:00+00;LAS CONDES;30;30;1;26;13;97;2;2;1;1;1;0;0;0;1
-70.597839;-33.416832;8686;11:05:00;2018/06/22 00:00:00+00;LAS CONDES;30;30;1;26;14;98;2;2;1;1;1;0;0;0;0
-70.689674;-33.432938;8687;11:15:00;2018/06/22 00:00:00+00;QUINTA NORMAL;34;30;1;15;10;64;2;2;1;1;1;0;0;0;0
-70.587196;-33.402122;8688;11:20:00;2018/06/22 00:00:00+00;VITACURA;32;30;1;11;13;97;2;2;1;1;1;0;0;0;1
-70.594795;-33.485699;8689;12:10:00;2018/06/22 00:00:00+00;MACUL;33;30;1;11;1;93;1;1;1;1;1;0;0;0;0
-70.674049;-33.442162;8690;12:30:00;2018/06/22 00:00:00+00;SANTIAGO;32;30;1;14;10;65;1;1;1;1;1;0;0;0;0
-70.535217;-33.43338;8691;12:40:00;2018/06/22 00:00:00+00;LA REINA;33;30;1;1;1;28;2;2;2;1;2;0;0;0;0
-70.648438;-33.474518;8692;12:50:00;2018/06/22 00:00:00+00;SANTIAGO;69;40;1;11;1;28;1;2;1;1;1;0;0;0;0
-70.724205;-33.444237;8693;12:50:00;2018/06/22 00:00:00+00;LO PRADO;63;40;1;1;1;27;2;2;1;1;2;0;0;0;0
-70.596931;-33.539333;8694;13:15:00;2018/06/22 00:00:00+00;LA FLORIDA;10;10;1;11;13;97;2;1;1;1;1;0;0;0;1
-70.666283;-33.523121;8695;13:20:00;2018/06/22 00:00:00+00;LA CISTERNA;32;30;1;1;1;27;1;1;1;1;1;0;0;0;0
-70.622559;-33.436172;8696;13:40:00;2018/06/22 00:00:00+00;PROVIDENCIA;10;10;1;4;1;27;1;2;1;1;1;0;0;0;2
-70.707016;-33.531132;8697;14:00:00;2018/06/22 00:00:00+00;CERRILLOS;34;30;1;1;1;91;2;2;1;1;1;0;0;0;0
-70.558792;-33.57177;8698;15:00:00;2018/06/22 00:00:00+00;PUENTE ALTO;67;40;1;15;1;27;3;1;1;1;1;0;0;0;0
-70.721092;-33.472496;8699;15:06:00;2018/06/22 00:00:00+00;ESTACION CENTRAL;10;10;1;1;14;98;3;2;1;1;1;0;0;1;0
-70.771988;-33.529793;8700;15:10:00;2018/06/22 00:00:00+00;MAIPU;31;30;1;1;13;97;2;1;1;1;1;0;0;0;0
-70.646255;-33.459068;8701;15:15:00;2018/06/22 00:00:00+00;SANTIAGO;65;40;1;4;1;29;1;2;1;1;1;0;0;0;0
-70.709435;-33.447689;8702;15:30:00;2018/06/22 00:00:00+00;LO PRADO;31;30;1;26;13;97;2;1;1;1;1;0;0;0;1
-70.736244;-33.361774;8703;15:40:00;2018/06/22 00:00:00+00;QUILICURA;31;30;1;14;1;27;2;1;1;1;1;0;0;0;0
-70.691971;-33.483929;8704;16:00:00;2018/06/22 00:00:00+00;CERRILLOS;34;30;1;14;10;65;2;2;1;1;1;0;0;0;0
-70.593414;-33.442818;8705;16:10:00;2018/06/22 00:00:00+00;PROVIDENCIA;33;30;1;1;1;31;1;2;1;1;1;0;0;0;0
-70.631081;-33.402973;8706;16:15:00;2018/06/22 00:00:00+00;RECOLETA;62;40;1;14;4;24;2;2;1;1;2;0;0;0;0
-70.738327;-33.482494;8707;16:30:00;2018/06/22 00:00:00+00;MAIPU;63;40;1;11;1;27;2;1;1;1;1;0;0;1;0
-70.701599;-33.432083;8708;16:30:00;2018/06/22 00:00:00+00;QUINTA NORMAL;31;30;1;14;1;15;2;2;1;1;1;0;0;0;1
-70.746918;-33.480679;8709;16:45:00;2018/06/22 00:00:00+00;MAIPU;10;10;1;11;2;52;3;1;1;1;1;0;0;0;1
-70.615372;-33.451237;8710;17:15:00;2018/06/22 00:00:00+00;ÑUÑOA;33;30;1;16;1;28;1;1;1;1;1;0;0;0;0
-70.521873;-33.345573;8711;17:30:00;2018/06/22 00:00:00+00;LO BARNECHEA;10;10;1;15;1;31;2;1;1;1;1;0;0;0;1
-70.608452;-33.54668;8712;17:30:00;2018/06/22 00:00:00+00;LA FLORIDA;30;30;1;1;14;98;2;1;1;1;1;0;0;0;0
-70.695274;-33.235542;8713;18:00:00;2018/06/22 00:00:00+00;COLINA;34;30;1;1;13;97;2;2;1;1;1;0;0;0;0
-70.761856;-33.467136;8714;18:19:00;2018/06/22 00:00:00+00;CERRILLOS;34;30;1;1;14;98;1;2;1;1;1;0;0;0;0
-70.598839;-33.522732;8715;18:30:00;2018/06/22 00:00:00+00;LA FLORIDA;30;30;1;1;13;97;2;1;1;1;1;0;0;0;1
-70.775627;-33.502659;8716;18:40:00;2018/06/22 00:00:00+00;MAIPU;33;30;1;1;1;28;1;1;1;1;1;0;0;0;0
-70.609482;-33.457878;8717;18:50:00;2018/06/22 00:00:00+00;ÑUÑOA;32;30;1;11;10;62;1;2;1;1;1;0;0;0;0
-70.7744743;-33.5313052;8718;19:00:00;2018/06/22 00:00:00+00;MAIPU;63;40;1;11;14;98;2;2;1;1;1;0;0;0;0
-70.601822;-33.55394;8719;19:10:00;2018/06/22 00:00:00+00;LA FLORIDA;63;40;1;11;13;97;2;1;1;1;1;0;0;0;0
-70.581093;-33.396084;8720;19:13:00;2018/06/22 00:00:00+00;VITACURA;32;30;1;1;13;97;2;2;1;1;1;0;0;0;0
-70.615601;-33.419209;8721;19:15:00;2018/06/22 00:00:00+00;PROVIDENCIA;32;30;1;1;1;11;1;2;1;1;1;0;0;0;0
-70.622795;-33.430527;8722;19:25:00;2018/06/22 00:00:00+00;PROVIDENCIA;33;30;1;11;1;27;1;2;1;1;1;0;0;0;0
-70.677483;-33.207058;8723;19:28:00;2018/06/22 00:00:00+00;COLINA;63;40;2;1;9;95;2;2;1;1;1;2;1;0;1
-70.5772075;-33.5530335;8724;19:30:00;2018/06/22 00:00:00+00;LA FLORIDA;34;30;1;11;10;62;2;2;1;1;2;0;0;0;0
-70.638481;-33.507046;8725;19:50:00;2018/06/22 00:00:00+00;SAN JOAQUIN;63;40;1;11;13;97;3;1;1;1;1;0;0;0;0
-70.611984;-33.45998;8726;20:00:00;2018/06/22 00:00:00+00;ÑUÑOA;31;30;1;15;10;64;2;2;1;1;1;0;1;0;1
-70.6261662;-33.3946474;8727;20:00:00;2018/06/22 00:00:00+00;RECOLETA;32;30;1;14;13;97;2;2;1;2;1;0;0;0;1
-70.580338;-33.431538;8728;20:20:00;2018/06/22 00:00:00+00;LA REINA;10;10;1;15;1;27;3;2;2;1;2;0;0;0;1
-70.619583;-33.584381;8729;20:30:00;2018/06/22 00:00:00+00;LA PINTANA;33;30;1;11;13;97;3;2;1;1;1;0;0;0;0
-70.640694;-33.488091;8730;20:30:00;2018/06/22 00:00:00+00;SAN JOAQUIN;34;30;1;11;13;97;3;1;1;1;1;0;1;0;0
-70.738243;-33.371346;8731;21:25:00;2018/06/22 00:00:00+00;QUILICURA;51;40;1;11;4;21;1;1;1;1;1;0;0;0;1
-70.775436;-33.515301;8732;22:50:00;2018/06/22 00:00:00+00;MAIPU;33;30;1;1;1;27;2;1;1;1;1;0;0;0;1
-70.634117;-33.542652;8733;23:25:00;2018/06/22 00:00:00+00;SAN RAMON;10;10;1;11;2;55;1;2;1;1;1;0;1;0;0
-70.672104;-33.199112;8734;23:30:00;2018/06/22 00:00:00+00;COLINA;63;40;1;1;13;97;2;2;1;1;1;0;0;0;0
-70.662148;-33.51125;8735;23:45:00;2018/06/22 00:00:00+00;SAN MIGUEL;51;40;1;4;13;97;2;2;1;1;1;0;0;0;1
-70.6260162;-33.4350514;21010;19:20:00;2018/06/22 00:00:00+00;PROVIDENCIA;33;30;1;11;1;91;2;2;1;1;1;0;0;0;0
